"File exported from UTC Confirmations Portal on December 14, 2018, 14:00 EST"

Supplier Code:,0000164499
Supplier Name:,TRIPLE INC
User Email:,pkarchner@tripleinc.com
* Date Format MM/DD/YYYY

** INSTRUCTIONS:,"Please only edit Columns K-M below ""row 12"". All columns must be present and do not duplicate or delete columns. Only ""rows 10"" and above may be removed. Additional columns will be ignored as long as they don't duplicate a required column header. Naming of the column header row cannot be modified. The ordering of columns is flexible. When importing your file back into the Confirmations screen, please make sure all cells have a value matching the exported format. Date format can be MM/DD/YYYY, MM/DD/YY, M/D/YY."
** REASON CODES:,Capacity Issue,Import/ Export Control,Input Material (Vendor Supplied),Machine Down Time,Producibility Technical,Quality,Supplier Other,Natural Disaster,Commercial Issues  (Ex: PO terms/pricing),UTC Supplied Input Material,UTC Receiving/ Shipping,UTC Schedule under lead time / change,UTC Transportation / Logistics,UTC Engineering,UTC Other

PRIORITY,PRODUCT_ID,OPEN_QTY,ORDER_ID,ITEM_ID,SCH_LINE,LOCATION,REQ_DATE,OTD_DATE,COMMIT_STAT,COMMIT_DATE,REASON_CODE,COMMENTS
,1014206-1,4.0,H117214A,110,4396,2701,03/14/2019,03/14/2019,COMMITTED,03/14/2019,UTC Schedule under lead time / change,
,1014206-1,3.0,H117214A,110,4397,2701,03/14/2019,03/14/2019,COMMITTED,03/14/2019,UTC Schedule under lead time / change,
,1014206-1,4.0,H117214A,110,4650,2701,03/21/2019,03/21/2019,COMMITTED,03/21/2019,,
,1014206-1,3.0,H117214A,110,4733,2701,04/10/2019,04/10/2019,COMMITTED,04/10/2019,UTC Schedule under lead time / change,
,1014206-1,4.0,H117214A,110,4818,2701,04/17/2019,04/17/2019,COMMITTED,04/17/2019,UTC Schedule under lead time / change,
,1014206-1,3.0,H117214A,110,4904,2701,04/25/2019,04/25/2019,COMMITTED,04/25/2019,UTC Schedule under lead time / change,
,1014206-1,3.0,H117214A,110,5226,2701,05/09/2019,05/09/2019,COMMITTED,05/09/2019,,
,1014212-1,3.0,H117214A,120,3832,2701,03/14/2019,03/14/2019,COMMITTED,03/14/2019,UTC Schedule under lead time / change,
,1014212-1,3.0,H117214A,120,4168,2701,03/28/2019,03/28/2019,COMMITTED,03/28/2019,,
,1014212-1,5.0,H117214A,120,4502,2701,05/02/2019,05/02/2019,COMMITTED,05/02/2019,UTC Schedule under lead time / change,
,1014212-1,3.0,H117214A,120,4654,2701,05/09/2019,05/09/2019,COMMITTED,05/09/2019,,
,1014212-1,3.0,H117214A,120,4842,2701,06/06/2019,06/06/2019,COMMITTED,06/06/2019,UTC Schedule under lead time / change,
,1014212-1,4.0,H117214A,120,3831,2701,03/14/2019,03/14/2019,COMMITTED,03/14/2019,UTC Schedule under lead time / change,
,1014206-1,3.0,H117214A,110,5408,2701,06/06/2019,06/06/2019,COMMITTED,06/06/2019,UTC Schedule under lead time / change,
,1014206-1,3.0,H117214A,110,5421,2701,06/13/2019,06/13/2019,COMMITTED,06/13/2019,,
,1014206-1,3.0,H117214A,110,5427,2701,06/26/2019,06/26/2019,COMMITTED,06/26/2019,,
,1014206-1,3.0,H117214A,110,5433,2701,07/03/2019,07/03/2019,COMMITTED,07/03/2019,,
,1014212-1,5.0,H117214A,120,3826,2701,01/17/2019,01/17/2019,COMMITTED,01/17/2019,UTC Schedule under lead time / change,
,1014212-1,6.0,H117214A,120,3827,2701,01/31/2019,01/31/2019,COMMITTED,01/31/2019,UTC Schedule under lead time / change,
,1014212-1,6.0,H117214A,120,3828,2701,02/14/2019,02/14/2019,COMMITTED,02/14/2019,UTC Schedule under lead time / change,
,1014212-1,4.0,H117214A,120,3829,2701,02/21/2019,02/21/2019,COMMITTED,02/21/2019,UTC Schedule under lead time / change,
,1014212-1,4.0,H117214A,120,3830,2701,02/28/2019,02/28/2019,COMMITTED,02/28/2019,UTC Schedule under lead time / change,
,1002149-1,2.0,H117214A,40,3401,2701,03/07/2019,03/07/2019,COMMITTED,03/07/2019,UTC Schedule under lead time / change,
,1002149-1,2.0,H117214A,40,3400,2701,02/28/2019,02/28/2019,COMMITTED,02/28/2019,UTC Schedule under lead time / change,
,1002149-1,2.0,H117214A,40,3399,2701,02/21/2019,02/21/2019,COMMITTED,02/21/2019,UTC Schedule under lead time / change,
,1002149-1,2.0,H117214A,40,3402,2701,03/14/2019,03/14/2019,COMMITTED,03/14/2019,UTC Schedule under lead time / change,
,1002149-1,2.0,H117214A,40,3403,2701,03/21/2019,03/21/2019,COMMITTED,03/21/2019,UTC Schedule under lead time / change,
,1002149-1,2.0,H117214A,40,3404,2701,03/28/2019,03/28/2019,COMMITTED,03/28/2019,UTC Schedule under lead time / change,
,1002149-1,2.0,H117214A,40,3398,2701,02/07/2019,02/07/2019,COMMITTED,02/07/2019,UTC Schedule under lead time / change,
,1002149-1,2.0,H117214A,40,3397,2701,01/31/2019,01/31/2019,COMMITTED,01/31/2019,UTC Schedule under lead time / change,
,1002149-1,2.0,H117214A,40,3396,2701,01/24/2019,01/24/2019,COMMITTED,01/24/2019,UTC Schedule under lead time / change,
,1002149-1,2.0,H117214A,40,3395,2701,01/03/2019,01/03/2019,COMMITTED,01/03/2019,,
,1002149-1,2.0,H117214A,40,3394,2701,12/20/2018,12/20/2018,COMMITTED,12/20/2018,Supplier Other,Outside Process delays
OVERDUE,1002149-1,2.0,H117214A,40,3393,2701,12/11/2018,12/11/2018,COMMITTED,12/20/2018,Supplier Other,
,1002149-1,2.0,H117214A,40,3405,2701,04/03/2019,04/03/2019,COMMITTED,04/03/2019,UTC Schedule under lead time / change,
,1002149-1,2.0,H117214A,40,3406,2701,04/10/2019,04/10/2019,COMMITTED,04/10/2019,UTC Schedule under lead time / change,
,1002149-1,2.0,H117214A,40,3407,2701,04/17/2019,04/17/2019,COMMITTED,04/17/2019,UTC Schedule under lead time / change,
,1002149-1,2.0,H117214A,40,3408,2701,04/25/2019,04/25/2019,COMMITTED,04/25/2019,UTC Schedule under lead time / change,
,1002149-1,2.0,H117214A,40,3477,2701,05/02/2019,05/02/2019,COMMITTED,05/02/2019,UTC Schedule under lead time / change,
,1002149-1,2.0,H117214A,40,3535,2701,05/09/2019,05/09/2019,COMMITTED,05/09/2019,UTC Schedule under lead time / change,
,1002149-1,2.0,H117214A,40,3591,2701,05/15/2019,05/15/2019,COMMITTED,05/15/2019,UTC Schedule under lead time / change,
,1002149-1,2.0,H117214A,40,3758,2701,06/13/2019,06/13/2019,COMMITTED,06/13/2019,UTC Schedule under lead time / change,
OVERDUE,1002149-1,1.0,H117214A,40,3309,2701,10/25/2018,12/20/2018,COMMITTED,12/20/2018,Supplier Other,Outside Process delays
OVERDUE,1002149-1,2.0,H117214A,40,3387,2701,11/01/2018,12/20/2018,COMMITTED,12/20/2018,Supplier Other,Outside Process delays
OVERDUE,1002149-1,2.0,H117214A,40,3388,2701,11/06/2018,12/20/2018,COMMITTED,12/20/2018,Supplier Other,Outside Process delays
OVERDUE,1002149-1,2.0,H117214A,40,3389,2701,11/13/2018,12/20/2018,COMMITTED,12/20/2018,Supplier Other,Outside Process delays
OVERDUE,1002149-1,2.0,H117214A,40,3390,2701,11/20/2018,12/20/2018,COMMITTED,12/20/2018,Supplier Other,Outside Process delays
OVERDUE,1002149-1,4.0,H117214A,40,3391,2701,12/05/2018,12/05/2018,COMMITTED,12/20/2018,Supplier Other,
OVERDUE,1002149-1,2.0,H117214A,40,3392,2701,12/06/2018,12/06/2018,COMMITTED,12/20/2018,Supplier Other,
,1002149-1,2.0,H117214A,40,3647,2701,05/22/2019,05/22/2019,COMMITTED,05/22/2019,UTC Schedule under lead time / change,
,1002149-1,2.0,H117214A,40,3703,2701,05/30/2019,05/30/2019,COMMITTED,05/30/2019,UTC Schedule under lead time / change,
,1002149-1,2.0,H117214A,40,3812,2701,06/19/2019,06/19/2019,COMMITTED,06/19/2019,UTC Schedule under lead time / change,
,1002149-1,2.0,H117214A,40,4056,2701,06/26/2019,06/26/2019,COMMITTED,06/26/2019,,
,1002149-1,2.0,H117214A,40,4057,2701,07/03/2019,07/03/2019,COMMITTED,07/03/2019,,
,1002149-1,2.0,H117214A,40,4120,2701,07/11/2019,07/11/2019,COMMITTED,07/11/2019,,
,1002149-1,2.0,H117214A,40,4121,2701,07/18/2019,07/18/2019,COMMITTED,07/18/2019,,
,1002149-1,2.0,H117214A,40,4122,2701,07/26/2019,07/26/2019,COMMITTED,07/26/2019,,
,1002149-1,2.0,H117214A,40,4123,2701,08/01/2019,08/01/2019,COMMITTED,08/01/2019,,
,1002149-1,2.0,H117214A,40,4124,2701,08/15/2019,08/15/2019,COMMITTED,08/15/2019,,
,1002149-1,2.0,H117214A,40,4125,2701,08/21/2019,08/21/2019,UNCOMMITTED,08/21/2019,,
,1001773-2,2.0,H117214A,30,3316,2701,01/24/2019,01/24/2019,COMMITTED,01/24/2019,UTC Schedule under lead time / change,
,1001773-2,2.0,H117214A,30,3317,2701,01/31/2019,01/31/2019,COMMITTED,01/31/2019,UTC Schedule under lead time / change,
,1001773-2,2.0,H117214A,30,3318,2701,02/07/2019,02/07/2019,COMMITTED,02/07/2019,UTC Schedule under lead time / change,
,1001773-2,2.0,H117214A,30,3319,2701,02/21/2019,02/21/2019,COMMITTED,02/21/2019,UTC Schedule under lead time / change,
,1001773-2,2.0,H117214A,30,3320,2701,02/28/2019,02/28/2019,COMMITTED,02/28/2019,UTC Schedule under lead time / change,
,1001773-2,2.0,H117214A,30,3454,2701,03/07/2019,03/07/2019,COMMITTED,03/07/2019,UTC Schedule under lead time / change,
,1001773-2,2.0,H117214A,30,3520,2701,03/14/2019,03/14/2019,COMMITTED,03/14/2019,UTC Schedule under lead time / change,
,1001773-2,2.0,H117214A,30,3586,2701,03/21/2019,03/21/2019,COMMITTED,03/21/2019,UTC Schedule under lead time / change,
,1001773-2,2.0,H117214A,30,3651,2701,03/28/2019,03/28/2019,COMMITTED,03/28/2019,UTC Schedule under lead time / change,
,1001773-2,2.0,H117214A,30,3716,2701,04/03/2019,04/03/2019,COMMITTED,04/03/2019,UTC Schedule under lead time / change,
,1001773-2,2.0,H117214A,30,3849,2701,04/17/2019,04/17/2019,COMMITTED,04/17/2019,UTC Schedule under lead time / change,
,1001773-2,2.0,H117214A,30,3926,2701,04/25/2019,04/25/2019,COMMITTED,04/25/2019,UTC Schedule under lead time / change,
,1001773-2,2.0,H117214A,30,4064,2701,05/02/2019,05/02/2019,COMMITTED,05/02/2019,,
,1001773-2,2.0,H117214A,30,3315,2701,01/03/2019,01/03/2019,COMMITTED,01/03/2019,,
LATE,798674-1,1.0,H117214A,10,1169,2701,01/25/2019,01/25/2019,COMMITTED,03/26/2019,Input Material (Vendor Supplied),Castings on order; long lead time
,798674-1,1.0,H117214A,10,1170,2701,01/10/2019,01/10/2019,COMMITTED,01/10/2019,Supplier Other,Outside Process delays
LATE,798674-1,1.0,H117214A,10,1220,2701,03/15/2019,03/22/2019,COMMITTED,05/16/2019,Input Material (Vendor Supplied),Castings on order; long lead time
,798674-1,1.0,H117214A,10,1340,2701,05/16/2019,05/16/2019,COMMITTED,05/16/2019,,
,798674-1,1.0,H117214A,10,1354,2701,07/05/2019,07/05/2019,COMMITTED,07/05/2019,,
,798674-1,2.0,H117214A,10,1356,2701,07/12/2019,07/12/2019,UNCOMMITTED,07/12/2019,,
OVERDUE,1001773-2,2.0,H117214A,30,3229,2701,10/25/2018,12/15/2018,COMMITTED,12/15/2018,Supplier Other,parts scrapped by vendor
OVERDUE,1001773-2,2.0,H117214A,30,3307,2701,11/01/2018,12/15/2018,COMMITTED,12/15/2018,Supplier Other,parts scrapped by vendor
OVERDUE,1001773-2,2.0,H117214A,30,3308,2701,11/06/2018,12/15/2018,COMMITTED,12/15/2018,Supplier Other,parts scrapped by vendor
OVERDUE,1001773-2,2.0,H117214A,30,3309,2701,11/13/2018,12/15/2018,COMMITTED,12/15/2018,Supplier Other,parts scrapped by vendor
OVERDUE,1001773-2,2.0,H117214A,30,3310,2701,11/20/2018,12/15/2018,COMMITTED,12/15/2018,Supplier Other,parts scrapped by vendor
OVERDUE,1001773-2,4.0,H117214A,30,3311,2701,12/05/2018,12/05/2018,COMMITTED,12/15/2018,Supplier Other,parts scrapped by vendor
OVERDUE,1001773-2,2.0,H117214A,30,3312,2701,12/06/2018,12/11/2018,COMMITTED,12/15/2018,Supplier Other,parts scrapped by vendor
OVERDUE,1001773-2,2.0,H117214A,30,3313,2701,12/11/2018,12/11/2018,COMMITTED,12/15/2018,Supplier Other,parts scrapped by vendor
,1001773-2,2.0,H117214A,30,3314,2701,12/18/2018,12/18/2018,COMMITTED,12/18/2018,,
LATE,798674-1,1.0,H117214A,10,1281,2701,04/04/2019,04/04/2019,COMMITTED,05/16/2019,Input Material (Vendor Supplied),Castings on order; long lead time
OVERDUE,1001773-2,1.0,H117214A,30,2948,2701,09/27/2018,12/15/2018,COMMITTED,12/15/2018,Supplier Other,parts scrapped by vendor
OVERDUE,1001773-2,2.0,H117214A,30,2993,2701,10/04/2018,12/15/2018,COMMITTED,12/15/2018,Supplier Other,parts scrapped by vendor
OVERDUE,1001773-2,2.0,H117214A,30,3074,2701,10/11/2018,12/15/2018,COMMITTED,12/15/2018,Supplier Other,parts scrapped by vendor
OVERDUE,1001773-2,2.0,H117214A,30,3152,2701,10/18/2018,12/15/2018,COMMITTED,12/15/2018,Supplier Other,parts scrapped by vendor
,1001773-2,2.0,H117214A,30,3780,2701,04/10/2019,04/10/2019,COMMITTED,04/10/2019,UTC Schedule under lead time / change,
,1001773-2,2.0,H117214A,30,4135,2701,05/09/2019,05/09/2019,COMMITTED,05/09/2019,,
,1001773-2,2.0,H117214A,30,4136,2701,05/15/2019,05/15/2019,COMMITTED,05/15/2019,,
,1001773-2,2.0,H117214A,30,4137,2701,05/22/2019,05/22/2019,COMMITTED,05/22/2019,,
,1001773-2,2.0,H117214A,30,4138,2701,05/30/2019,05/30/2019,COMMITTED,05/30/2019,,
,1001773-2,2.0,H117214A,30,4139,2701,06/13/2019,06/13/2019,COMMITTED,06/13/2019,,
,1001773-2,2.0,H117214A,30,4140,2701,06/19/2019,06/19/2019,COMMITTED,06/19/2019,,
,1002975-1,1.0,H117214A,70,5320,2701,05/30/2019,05/30/2019,COMMITTED,05/30/2019,,
,1002975-1,1.0,H117214A,70,5322,2701,06/13/2019,06/13/2019,COMMITTED,06/13/2019,,
,1002975-1,1.0,H117214A,70,5323,2701,06/19/2019,06/19/2019,COMMITTED,06/19/2019,,
,1002975-1,1.0,H117214A,70,5321,2701,06/06/2019,06/06/2019,COMMITTED,06/06/2019,,
,1002975-1,1.0,H117214A,70,4448,2701,01/03/2019,01/03/2019,COMMITTED,01/03/2019,,
,1002975-1,1.0,H117214A,70,4449,2701,01/10/2019,01/10/2019,COMMITTED,01/10/2019,,
,1002975-1,2.0,H117214A,70,4450,2701,01/17/2019,01/17/2019,COMMITTED,01/17/2019,,
,1002975-1,1.0,H117214A,70,4451,2701,01/31/2019,01/31/2019,COMMITTED,01/31/2019,,
,1002975-1,1.0,H117214A,70,4529,2701,02/14/2019,02/14/2019,COMMITTED,02/14/2019,,
,1002975-1,1.0,H117214A,70,4677,2701,02/28/2019,02/28/2019,COMMITTED,02/28/2019,,
,1002975-1,1.0,H117214A,70,5253,2701,05/15/2019,05/15/2019,COMMITTED,05/15/2019,UTC Schedule under lead time / change,
,1003157-3,1.0,H117214A,60,5010,2701,01/31/2019,01/31/2019,COMMITTED,01/31/2019,,
,1003157-3,1.0,H117214A,60,5011,2701,02/07/2019,02/07/2019,COMMITTED,02/07/2019,,
,1003157-3,1.0,H117214A,60,5012,2701,02/14/2019,02/14/2019,COMMITTED,02/14/2019,,
,1003157-3,1.0,H117214A,60,5013,2701,02/28/2019,02/28/2019,COMMITTED,02/28/2019,,
,1003157-3,1.0,H117214A,60,5014,2701,03/14/2019,03/14/2019,COMMITTED,03/14/2019,,
,1003157-3,2.0,H117214A,60,5015,2701,03/28/2019,03/28/2019,COMMITTED,03/28/2019,,
,1003157-3,1.0,H117214A,60,5218,2701,05/15/2019,05/15/2019,COMMITTED,05/15/2019,UTC Schedule under lead time / change,
,1003157-3,2.0,H117214A,60,5009,2701,01/17/2019,01/17/2019,COMMITTED,01/17/2019,,
,1003157-3,2.0,H117214A,60,5084,2701,04/17/2019,04/17/2019,COMMITTED,04/17/2019,,
,1003157-3,1.0,H117214A,60,5485,2701,05/30/2019,05/30/2019,COMMITTED,05/30/2019,,
,1003157-3,1.0,H117214A,60,5550,2701,06/06/2019,06/06/2019,COMMITTED,06/06/2019,,
,1003157-3,2.0,H117214A,60,5614,2701,06/13/2019,06/13/2019,COMMITTED,06/13/2019,,
,1003157-3,1.0,H117214A,60,5742,2701,06/26/2019,06/26/2019,COMMITTED,06/26/2019,,
,801035-1,3.0,H117214A,610,110,2701,02/21/2019,02/21/2019,COMMITTED,02/21/2019,,
,801035-1,5.0,H117214A,610,112,2701,03/14/2019,03/14/2019,COMMITTED,03/14/2019,,
,1002810-2,1.0,H117214A,50,4448,2701,02/28/2019,02/28/2019,COMMITTED,02/28/2019,,
,801035-1,1.0,H117214A,610,111,2701,03/14/2019,03/14/2019,COMMITTED,03/14/2019,UTC Schedule under lead time / change,
,1002810-2,1.0,H117214A,50,4220,2701,01/03/2019,01/03/2019,COMMITTED,01/03/2019,,27 PCS STK
,1002810-2,1.0,H117214A,50,4221,2701,01/10/2019,01/10/2019,COMMITTED,01/10/2019,,
,1002810-2,2.0,H117214A,50,4222,2701,01/17/2019,01/17/2019,COMMITTED,01/17/2019,,
,1002810-2,1.0,H117214A,50,4223,2701,01/31/2019,01/31/2019,COMMITTED,01/31/2019,,
,1002810-2,1.0,H117214A,50,4224,2701,02/07/2019,02/07/2019,COMMITTED,02/07/2019,,
,1002810-2,1.0,H117214A,50,4300,2701,02/14/2019,02/14/2019,COMMITTED,02/14/2019,,
,1002810-2,1.0,H117214A,50,4596,2701,03/14/2019,03/14/2019,COMMITTED,03/14/2019,,
,1002810-2,2.0,H117214A,50,4952,2701,04/17/2019,04/17/2019,COMMITTED,04/17/2019,,
,1002810-2,1.0,H117214A,50,5021,2701,05/15/2019,05/15/2019,COMMITTED,05/15/2019,UTC Schedule under lead time / change,
,1002975-1,1.0,H117214A,70,4452,2701,02/07/2019,02/07/2019,COMMITTED,02/07/2019,,
,1002975-1,1.0,H117214A,70,4825,2701,03/14/2019,03/14/2019,COMMITTED,03/14/2019,,
,1002975-1,2.0,H117214A,70,4973,2701,03/28/2019,03/28/2019,COMMITTED,03/28/2019,,
,1002975-1,2.0,H117214A,70,5184,2701,04/17/2019,04/17/2019,COMMITTED,04/17/2019,,
,1002810-2,2.0,H117214A,50,4744,2701,03/28/2019,03/28/2019,COMMITTED,03/28/2019,,
,1002810-2,1.0,H117214A,50,5088,2701,05/30/2019,05/30/2019,COMMITTED,05/30/2019,,
,1002810-2,1.0,H117214A,50,5089,2701,06/06/2019,06/06/2019,COMMITTED,06/06/2019,,
,1002810-2,1.0,H117214A,50,5090,2701,06/13/2019,06/13/2019,COMMITTED,06/13/2019,,
,1002810-2,1.0,H117214A,50,5091,2701,06/19/2019,06/19/2019,COMMITTED,06/19/2019,,
,788232-3,1.0,H117214A,390,1093,2701,01/25/2019,01/25/2019,COMMITTED,01/25/2019,,
,788232-3,1.0,H117214A,390,1285,2701,05/16/2019,05/16/2019,COMMITTED,05/16/2019,,
OVERDUE,790149-1,1.0,H117214A,400,1165,2701,09/06/2018,12/21/2018,COMMITTED,12/21/2018,Supplier Other,waiting on screen material
OVERDUE,790149-1,2.0,H117214A,400,1818,2701,11/21/2018,12/21/2018,COMMITTED,12/21/2018,UTC Schedule under lead time / change,
OVERDUE,790149-1,1.0,H117214A,400,1819,2701,12/06/2018,01/03/2019,COMMITTED,01/03/2019,UTC Schedule under lead time / change,
LATE,790149-1,1.0,H117214A,400,1820,2701,12/17/2018,01/03/2019,COMMITTED,01/03/2019,UTC Schedule under lead time / change,
,790149-1,1.0,H117214A,400,2035,2701,02/06/2019,02/06/2019,COMMITTED,02/06/2019,UTC Schedule under lead time / change,
,790149-1,1.0,H117214A,400,2465,2701,04/17/2019,04/17/2019,COMMITTED,04/17/2019,,
,790149-1,1.0,H117214A,400,2466,2701,05/22/2019,05/22/2019,COMMITTED,05/22/2019,UTC Schedule under lead time / change,
,790149-1,2.0,H117214A,400,2467,2701,06/18/2019,06/18/2019,COMMITTED,06/18/2019,UTC Schedule under lead time / change,
,791990-2,1.0,H117214A,410,3399,2701,02/14/2019,02/14/2019,COMMITTED,02/14/2019,UTC Schedule under lead time / change,
,791990-2,1.0,H117214A,410,3400,2701,03/14/2019,03/14/2019,COMMITTED,03/14/2019,UTC Schedule under lead time / change,
,791990-2,1.0,H117214A,410,3492,2701,04/04/2019,04/04/2019,COMMITTED,04/04/2019,UTC Schedule under lead time / change,
,791990-2,1.0,H117214A,410,3548,2701,04/17/2019,04/17/2019,COMMITTED,04/17/2019,UTC Schedule under lead time / change,
,791990-2,1.0,H117214A,410,3641,2701,05/09/2019,05/09/2019,COMMITTED,05/09/2019,UTC Schedule under lead time / change,
,791990-2,1.0,H117214A,410,3730,2701,05/16/2019,05/16/2019,COMMITTED,05/16/2019,UTC Schedule under lead time / change,
,791990-2,1.0,H117214A,410,3906,2701,06/06/2019,06/06/2019,COMMITTED,06/06/2019,UTC Schedule under lead time / change,
,791990-2,1.0,H117214A,410,3996,2701,06/13/2019,06/13/2019,COMMITTED,06/13/2019,UTC Schedule under lead time / change,
OVERDUE,791990-2,1.0,H117214A,410,3073,2701,11/29/2018,12/17/2018,COMMITTED,12/17/2018,UTC Schedule under lead time / change,
,791990-2,1.0,H117214A,410,3074,2701,01/03/2019,01/03/2019,COMMITTED,01/03/2019,UTC Schedule under lead time / change,
,791990-2,1.0,H117214A,410,3075,2701,12/17/2018,12/17/2018,COMMITTED,12/17/2018,Supplier Other,Outside Process delays
,791990-2,1.0,H117214A,410,3076,2701,12/17/2018,12/17/2018,COMMITTED,12/17/2018,Supplier Other,Outside Process delays
,791990-2,2.0,H117214A,410,3077,2701,12/17/2018,12/17/2018,COMMITTED,12/17/2018,UTC Schedule under lead time / change,
,791990-2,1.0,H117214A,410,3356,2701,03/21/2019,03/21/2019,COMMITTED,03/21/2019,UTC Schedule under lead time / change,
,791990-2,1.0,H117214A,410,3584,2701,04/10/2019,04/10/2019,COMMITTED,04/10/2019,UTC Schedule under lead time / change,
,791990-2,1.0,H117214A,410,3585,2701,05/02/2019,05/02/2019,COMMITTED,05/02/2019,UTC Schedule under lead time / change,
,791990-2,1.0,H117214A,410,3398,2701,01/31/2019,01/31/2019,COMMITTED,01/31/2019,UTC Schedule under lead time / change,
OVERDUE,791990-2,1.0,H117214A,410,2513,2701,10/04/2018,12/17/2018,COMMITTED,12/17/2018,Supplier Other,Outside Process delays
OVERDUE,791990-2,2.0,H117214A,410,2688,2701,10/04/2018,12/17/2018,COMMITTED,12/17/2018,Supplier Other,Outside Process delays
,791990-2,1.0,H117214A,410,3070,2701,02/07/2019,02/07/2019,COMMITTED,02/07/2019,UTC Schedule under lead time / change,
,791990-2,1.0,H117214A,410,3071,2701,01/17/2019,01/17/2019,COMMITTED,01/17/2019,UTC Schedule under lead time / change,
,791990-2,1.0,H117214A,410,3072,2701,01/10/2019,01/10/2019,COMMITTED,01/10/2019,UTC Schedule under lead time / change,
,791990-2,1.0,H117214A,410,3262,2701,03/07/2019,03/07/2019,COMMITTED,03/07/2019,UTC Schedule under lead time / change,
,791990-2,1.0,H117214A,410,3396,2701,01/03/2019,01/03/2019,COMMITTED,01/03/2019,UTC Schedule under lead time / change,
,791990-2,1.0,H117214A,410,3397,2701,01/24/2019,01/24/2019,COMMITTED,01/24/2019,UTC Schedule under lead time / change,
,788232-2,1.0,H117214A,380,5012,2701,05/21/2019,05/21/2019,COMMITTED,05/21/2019,,
,788232-2,1.0,H117214A,380,5013,2701,05/28/2019,05/28/2019,COMMITTED,05/28/2019,,
,788232-2,1.0,H117214A,380,5014,2701,06/11/2019,06/11/2019,COMMITTED,06/11/2019,,
,788232-2,1.0,H117214A,380,5015,2701,06/18/2019,06/18/2019,COMMITTED,06/18/2019,,
,790149-1,1.0,H117214A,400,1824,2701,01/17/2019,01/17/2019,COMMITTED,01/17/2019,UTC Schedule under lead time / change,
,790149-1,2.0,H117214A,400,2146,2701,02/27/2019,02/27/2019,COMMITTED,02/27/2019,UTC Schedule under lead time / change,
,790149-1,3.0,H117214A,400,2250,2701,02/28/2019,02/28/2019,COMMITTED,02/28/2019,UTC Schedule under lead time / change,
,790149-1,1.0,H117214A,400,2353,2701,03/15/2019,03/15/2019,COMMITTED,03/15/2019,UTC Schedule under lead time / change,
,790149-1,1.0,H117214A,400,2404,2701,04/02/2019,04/02/2019,COMMITTED,04/02/2019,UTC Schedule under lead time / change,
,790149-1,1.0,H117214A,400,2405,2701,04/03/2019,04/03/2019,COMMITTED,04/03/2019,,
,790149-1,1.0,H117214A,400,2406,2701,04/04/2019,04/04/2019,COMMITTED,04/04/2019,,
,790149-1,1.0,H117214A,400,2407,2701,04/10/2019,04/10/2019,COMMITTED,04/10/2019,,
,790149-1,1.0,H117214A,400,1823,2701,01/03/2019,01/03/2019,COMMITTED,01/03/2019,UTC Schedule under lead time / change,
,788232-3,1.0,H117214A,390,1193,2701,03/15/2019,03/15/2019,COMMITTED,03/15/2019,UTC Schedule under lead time / change,
,788232-3,1.0,H117214A,390,1255,2701,04/04/2019,04/04/2019,COMMITTED,04/04/2019,UTC Schedule under lead time / change,
OVERDUE,790149-1,2.0,H117214A,400,1285,2701,11/05/2018,12/21/2018,COMMITTED,12/21/2018,Supplier Other,waiting on screen material
OVERDUE,790149-1,1.0,H117214A,400,1462,2701,11/20/2018,12/05/2018,COMMITTED,12/21/2018,Supplier Other,waiting on screen material
LATE,790149-1,1.0,H117214A,400,1821,2701,12/17/2018,01/03/2019,COMMITTED,01/03/2019,UTC Schedule under lead time / change,
,790149-1,1.0,H117214A,400,1822,2701,01/03/2019,01/03/2019,COMMITTED,01/03/2019,UTC Schedule under lead time / change,
,795875-1,1.0,H117214A,450,60,2701,03/20/2019,03/20/2019,COMMITTED,03/20/2019,UTC Schedule under lead time / change,
,795875-1,2.0,H117214A,450,71,2701,03/20/2019,03/20/2019,COMMITTED,03/20/2019,UTC Schedule under lead time / change,
,795997-1,2.0,H117214A,480,365,2701,03/20/2019,03/20/2019,COMMITTED,03/20/2019,UTC Schedule under lead time / change,
,795997-1,2.0,H117214A,480,381,2701,03/20/2019,03/20/2019,COMMITTED,03/20/2019,UTC Schedule under lead time / change,
,798643-1,1.0,H117214A,500,940,2701,01/25/2019,01/25/2019,COMMITTED,01/25/2019,,
,798643-1,1.0,H117214A,500,1040,2701,03/15/2019,03/15/2019,COMMITTED,03/15/2019,UTC Schedule under lead time / change,
,798643-1,1.0,H117214A,500,1102,2701,04/04/2019,04/04/2019,COMMITTED,04/04/2019,UTC Schedule under lead time / change,
OVERDUE,801033-1,6.0,H117214A,600,113,2701,10/11/2018,01/10/2019,COMMITTED,01/10/2019,UTC Other,DELAYS AT OUTSIDE SUPPLIERS
,801033-1,6.0,H117214A,600,114,2701,02/28/2019,02/28/2019,COMMITTED,02/28/2019,,
,803343-1,5.0,H117214A,630,170,2701,04/17/2019,04/17/2019,COMMITTED,04/17/2019,Input Material (Vendor Supplied),CPM 10V MATERIAL ISSUE
,1003205-1,4.0,H117214A,1150,4291,2701,06/06/2019,06/06/2019,COMMITTED,06/06/2019,,
,1003205-1,4.0,H117214A,1150,4292,2701,05/30/2019,05/30/2019,COMMITTED,05/30/2019,,
,1003205-1,4.0,H117214A,1150,4293,2701,05/22/2019,05/22/2019,COMMITTED,05/22/2019,,
